DNI,Nombre,Edad,Ciudad,Sueldo
57382947,Jennifer Herring                        ,42,Jessefurt                ,4495.27
51971986,Joseph Matthews                         ,32,Gordonberg               ,3776.22
79125297,Victoria Thomas                         ,27,Port Lisa                ,1354.54
88066251,Mary Russell                            ,50,Jeffreyville             ,2061.26
79127948,Tyler Ferguson                          ,25,East Angelamouth         ,1009.2
25574823,Bryan Wilson                            ,46,West Kari                ,3733.54
66166018,Cynthia Petersen                        ,20,East Mariestad           ,2501.41
89034857,Christopher Marshall                    ,69,Lake Ryan                ,2412.77
80924914,Helen Joseph                            ,56,West Jody                ,2515.01
99870737,Stephen Hughes                          ,58,Ashleytown               ,1115.59
74845791,Kristin Andrews                         ,69,North Daniel             ,3872.24
55922573,Chad Levy                               ,75,West Thomas              ,1287.29
47143157,Cassandra Bennett                       ,58,Mckayside                ,3927.16
50213396,Michele Richardson                      ,39,South Jamestown          ,4479.66
17692182,Kyle Jordan                             ,38,Lake Clinton             ,2863.75
42065503,William Williamson                      ,72,Jasonburgh               ,3580.93
26035675,Sherry Roberts                          ,46,Arthurstad               ,1545.47
42736706,Ryan Murray                             ,42,Castillofurt             ,4909.98
74117659,Brianna Wolf                            ,40,Port Jamesport           ,1379.5
68738308,Mark Barnes                             ,41,West Janestad            ,2641.51
24452963,Jo Malone                               ,25,East Stephanietown       ,4612.64
48811945,Karen Davies                            ,69,Langhaven                ,4631.44
74947202,Miguel Torres                           ,27,Kaylafurt                ,4297.89
82642236,Ryan Carter                             ,39,Westton                  ,1852.71
56364025,Stephen Gonzales Jr.                    ,66,Morrowburgh              ,1547.0
30710014,Kelsey Reese                            ,35,Lake Stevenstad          ,3701.56
63510719,Phillip Berry                           ,65,Davischester             ,4870.52
24028979,Stephen Sexton                          ,60,New Heatherville         ,3396.07
50771940,Kelly Carroll                           ,74,West Jacqueline          ,4723.81
63367643,Kevin Jones                             ,51,South Kevinstad          ,3602.23
34333264,Robert Hernandez                        ,58,Ramirezstad              ,4284.4
15974061,Angela Wright                           ,73,West Richard             ,3838.03
85806897,Kathryn Rogers                          ,68,West Heather             ,4958.42
12841228,Catherine Flowers                       ,24,Lake David               ,4974.0
44841375,Devon Nelson                            ,79,West Brett               ,2043.44
76265829,William Hernandez                       ,72,Lesliehaven              ,1731.25
84632443,Sherry Allen                            ,65,Millsport                ,1230.28
22572155,Kimberly Garner                         ,27,Jennifershire            ,4018.91
99409052,Anthony Powers                          ,68,West Michellebury        ,1092.74
51951558,Vincent Young                           ,54,West Jasmine             ,4869.46
79151274,Sandra Simpson                          ,29,West Shane               ,1382.39
84729484,John Payne                              ,70,Fullerside               ,1030.62
94223277,Krystal Cummings                        ,24,West Sean                ,2799.53
97030976,Katherine Cook                          ,51,Roystad                  ,2677.0
10232232,Cynthia Davis                           ,19,West Willie              ,2609.56
36744374,Jennifer Rubio                          ,21,Port Brandon             ,2134.66
49460691,Dave Todd                               ,61,Jacksonshire             ,2737.58
81322361,Amanda Cameron                          ,52,Juanview                 ,2635.87
36508349,Diana Greene                            ,70,Lucaschester             ,3989.99
38552120,Glenda Davenport                        ,31,South Michael            ,4951.46
28382533,Caitlin Bowman                          ,77,Paulstad                 ,1491.4
84316394,Crystal Hogan                           ,75,Harrisburgh              ,4635.36
19200223,Javier Anderson                         ,25,Crystalburgh             ,3222.54
33310414,Brett Reid                              ,26,Port Christine           ,4782.91
20614741,Jacqueline Johnson                      ,44,North Angelafort         ,1653.54
92823428,Daniel Torres                           ,43,New Jesse                ,2653.01
48228696,Sheila Sanders                          ,30,East Erica               ,1696.57
27385311,Emma Grant                              ,70,East Kimberly            ,3849.37
45885550,Brian Dominguez                         ,58,East Kevin               ,3514.57
96266344,Sheila Cooke                            ,65,North Benjamin           ,3975.32
82764284,Wesley Jones                            ,41,South Michaelmouth       ,2595.62
99150008,Kimberly Macias                         ,58,Cordovaberg              ,3578.98
46094559,Michelle Smith                          ,30,Frankport                ,4790.46
77735303,Jennifer Mills                          ,44,Lake Josephberg          ,1659.86
11206384,Joseph Peck                             ,24,Hurleyville              ,3222.12
41344455,Helen Ryan                              ,61,East Jennifer            ,3696.78
47601205,Mary Chambers                           ,48,Karenfurt                ,2902.0
90505856,Michael Martin                          ,36,Loweland                 ,4953.79
56047785,Michael Villa                           ,68,Lake Jessica             ,1716.67
76486523,Shane Thomas                            ,71,Michelleland             ,3316.28
28817493,Elizabeth Medina                        ,63,West Erikberg            ,4606.7
99216881,Jeremy Harrison                         ,33,South Rebeccaton         ,3673.43
58411244,Nathan Brooks                           ,46,Schmidtville             ,3374.32
36713677,Cynthia Lyons                           ,36,East Bradley             ,1191.04
